t,v_mps,v_kph,acc_mps2,P_req_shaft_W,P_brake_avail_shaft_W,P_engine_mech_W,P_motor_mech_W,P_batt_W,SOC,engine_on,fuel_total_L
307.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.010686331672592746
308.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.010953489964407565
309.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.011220648256222383
310.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.011487806548037202
311.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.011754964839852021
312.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.01202212313166684
313.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.012289281423481659
314.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.012556439715296477
315.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.012823598007111296
316.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.013090756298926115
317.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.013357914590740934
318.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.013625072882555753
319.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.013892231174370571
320.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.01415938946618539
321.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.014426547758000209
322.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.014693706049815028
323.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.014960864341629847
324.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.015228022633444666
325.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.015495180925259484
326.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.015762339217074303
327.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.016029497508889122
328.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.01629665580070394
329.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.01656381409251876
330.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.01683097238433358
331.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.017098130676148397
332.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.017365288967963216
333.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.017632447259778035
334.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.017899605551592854
335.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.018166763843407673
336.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.01843392213522249
337.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.01870108042703731
338.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.01896823871885213
339.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.019235397010666948
340.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.019502555302481767
341.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.019769713594296585
342.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.020036871886111404
343.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.020304030177926223
344.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.020571188469741042
345.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.02083834676155586
346.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.02110550505337068
347.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.0213726633451855
348.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.021639821637000317
349.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.021906979928815136
350.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.022174138220629955
351.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.022441296512444774
352.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.022708454804259592
353.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.02297561309607441
354.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.02324277138788923
355.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.02350992967970405
356.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.023777087971518868
357.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.024044246263333686
358.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.024311404555148505
359.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.024578562846963324
360.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.024845721138778143
361.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.025112879430592962
362.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.02538003772240778
363.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.0256471960142226
364.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.025914354306037418
365.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.026181512597852237
366.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.026448670889667056
367.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.026715829181481875
368.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.026982987473296693
369.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.027250145765111512
370.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.02751730405692633
371.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.02778446234874115
372.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.02805162064055597
373.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.028318778932370788
374.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.028585937224185606
375.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.028853095516000425
376.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.029120253807815244
377.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.029387412099630063
378.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.02965457039144488
379.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.0299217286832597
380.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03018888697507452
381.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.030456045266889338
382.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.030723203558704157
383.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.030990361850518976
384.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.031257520142333794
385.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03152467843414861
386.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03179183672596343
387.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03205899501777825
388.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03232615330959307
389.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03259331160140789
390.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03286046989322271
391.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.033127628185037526
392.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.033394786476852345
393.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.033661944768667164
394.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03392910306048198
395.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.0341962613522968
396.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03446341964411162
397.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03473057793592644
398.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03499773622774126
399.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03526489451955608
400.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.035532052811370896
401.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.035799211103185714
402.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03606636939500053
403.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03633352768681535
404.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03660068597863017
405.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03686784427044499
406.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03713500256225981
407.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03740216085407463
408.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.037669319145889446
409.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.037936477437704265
410.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.038203635729519084
411.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.0384707940213339
412.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03873795231314872
413.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03900511060496354
414.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03927226889677836
415.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.03953942718859318
416.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.039806585480408
417.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.040073743772222815
418.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.040340902064037634
419.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04060806035585245
420.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04087521864766727
421.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04114237693948209
422.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04140953523129691
423.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04167669352311173
424.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04194385181492655
425.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.042211010106741366
426.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.042478168398556185
427.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.042745326690371004
428.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04301248498218582
429.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04327964327400064
430.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04354680156581546
431.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04381395985763028
432.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.0440811181494451
433.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.044348276441259916
434.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.044615434733074735
435.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.044882593024889554
436.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04514975131670437
437.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04541690960851919
438.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04568406790033401
439.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04595122619214883
440.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04621838448396365
441.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04648554277577847
442.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.046752701067593286
443.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.047019859359408105
444.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04728701765122292
445.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04755417594303774
446.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04782133423485256
447.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04808849252666738
448.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.0483556508184822
449.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04862280911029702
450.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.048889967402111836
451.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.049157125693926655
452.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.049424283985741474
453.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04969144227755629
454.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.04995860056937111
455.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05022575886118593
456.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05049291715300075
457.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05076007544481557
458.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05102723373663039
459.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.051294392028445206
460.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.051561550320260024
461.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05182870861207484
462.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05209586690388966
463.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05236302519570448
464.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.0526301834875193
465.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05289734177933412
466.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05316450007114894
467.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.053431658362963756
468.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.053698816654778575
469.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.053965974946593394
470.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05423313323840821
471.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05450029153022303
472.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05476744982203785
473.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05503460811385267
474.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05530176640566749
475.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05556892469748231
476.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.055836082989297126
477.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.056103241281111944
478.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05637039957292676
479.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05663755786474158
480.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.0569047161565564
481.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05717187444837122
482.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05743903274018604
483.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05770619103200086
484.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.057973349323815676
485.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.058240507615630495
486.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.058507665907445314
487.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05877482419926013
488.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05904198249107495
489.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05930914078288977
490.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05957629907470459
491.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.05984345736651941
492.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.06011061565833423
493.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.060377773950149045
494.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.060644932241963864
495.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.06091209053377868
496.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.0611792488255935
497.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.06144640711740832
498.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.06171356540922314
499.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.06198072370103796
500.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.06224788199285278
501.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.06251504028466759
502.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.0627821985764824
503.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.06304935686829721
504.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.06331651516011202
505.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.06358367345192684
506.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.06385083174374165
507.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.06411799003555646
508.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.06438514832737127
509.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.06465230661918608
510.0,13.88888888888889,50.0,0.0,2985.493911030596,0.0,2985.493911030596,0.0,0.0,0.41974009317171324,True,0.0649194649110009
